Type,Node,Node Interface,Leaf IP Address,Peer Type,Peer Node,Peer Interface,Peer IP Address
l3leaf,s2-leaf1,Ethernet2,172.30.255.1/31,spine,s2-spine1,Ethernet2,172.30.255.0/31
l3leaf,s2-leaf2,Ethernet2,172.30.255.3/31,spine,s2-spine1,Ethernet3,172.30.255.2/31
